Year,Month,Day,date,discharge (mm)
1938,12,17,12/17/1938,1.398
1938,12,18,12/18/1938,1.398
1938,12,19,12/19/1938,1.379
1938,12,20,12/20/1938,1.37
1938,12,21,12/21/1938,1.417
1938,12,22,12/22/1938,1.304
1938,12,23,12/23/1938,1.379
1938,12,24,12/24/1938,1.71
1938,12,25,12/25/1938,1.389
1938,12,26,12/26/1938,2.919
1938,12,27,12/27/1938,2.154
1938,12,28,12/28/1938,1.691
1938,12,29,12/29/1938,1.568
1938,12,30,12/30/1938,1.455
1938,12,31,12/31/1938,1.426
1939,1,1,1/1/1939,1.407
1939,1,2,1/2/1939,1.36
1939,1,3,1/3/1939,1.37
1939,1,4,1/4/1939,1.587
1939,1,5,1/5/1939,3.079
1939,1,6,1/6/1939,2.135
1939,1,7,1/7/1939,1.965
1939,1,8,1/8/1939,1.936
1939,1,9,1/9/1939,1.889
1939,1,10,1/10/1939,1.984
1939,1,11,1/11/1939,1.899
1939,1,12,1/12/1939,2.229
1939,1,13,1/13/1939,2.428
1939,1,14,1/14/1939,2.201
1939,1,15,1/15/1939,2.078
1939,1,16,1/16/1939,2.031
1939,1,17,1/17/1939,2.003
1939,1,18,1/18/1939,2.73
1939,1,19,1/19/1939,2.295
1939,1,20,1/20/1939,2.201
1939,1,21,1/21/1939,2.154
1939,1,22,1/22/1939,2.192
1939,1,23,1/23/1939,2.107
1939,1,24,1/24/1939,3.306
1939,1,25,1/25/1939,2.541
1939,1,26,1/26/1939,2.428
1939,1,27,1/27/1939,2.371
1939,1,28,1/28/1939,2.324
1939,1,29,1/29/1939,3.845
1939,1,30,1/30/1939,8.795
1939,1,31,1/31/1939,6.244
1939,2,1,2/1/1939,5.224
1939,2,2,2/2/1939,5.063
1939,2,3,2/3/1939,24.39
1939,2,4,2/4/1939,14.68
1939,2,5,2/5/1939,9.777
1939,2,6,2/6/1939,9.786
1939,2,7,2/7/1939,8.908
1939,2,8,2/8/1939,7.963
1939,2,9,2/9/1939,9.172
1939,2,10,2/10/1939,12.951
1939,2,11,2/11/1939,17.107
1939,2,12,2/12/1939,13.744
1939,2,13,2/13/1939,11.43
1939,2,14,2/14/1939,14.283
1939,2,15,2/15/1939,19.875
1939,2,16,2/16/1939,17.268
1939,2,17,2/17/1939,13.962
1939,2,18,2/18/1939,12.035
1939,2,19,2/19/1939,10.863
1939,2,20,2/20/1939,10.363
1939,2,21,2/21/1939,9.352
1939,2,22,2/22/1939,8.332
1939,2,23,2/23/1939,7.689
1939,2,24,2/24/1939,7.198
1939,2,25,2/25/1939,7.897
1939,2,26,2/26/1939,9.153
1939,2,27,2/27/1939,8.18
1939,2,28,2/28/1939,13.348
1939,3,1,3/1/1939,12.271
1939,3,2,3/2/1939,11.147
1939,3,3,3/3/1939,9.682
1939,3,4,3/4/1939,9.852
1939,3,5,3/5/1939,9.475
1939,3,6,3/6/1939,16.078
1939,3,7,3/7/1939,14.453
1939,3,8,3/8/1939,11.959
1939,3,9,3/9/1939,10.627
1939,3,10,3/10/1939,9.824
1939,3,11,3/11/1939,9.04
1939,3,12,3/12/1939,9.163
1939,3,13,3/13/1939,8.199
1939,3,14,3/14/1939,7.557
1939,3,15,3/15/1939,7.434
1939,3,16,3/16/1939,7.141
1939,3,17,3/17/1939,6.679
1939,3,18,3/18/1939,6.32
1939,3,19,3/19/1939,6.074
1939,3,20,3/20/1939,5.857
1939,3,21,3/21/1939,5.639
1939,3,22,3/22/1939,5.422
1939,3,23,3/23/1939,5.328
1939,3,24,3/24/1939,5.271
1939,3,25,3/25/1939,5.129
1939,3,26,3/26/1939,5.101
1939,3,27,3/27/1939,5.545
1939,3,28,3/28/1939,4.77
1939,3,29,3/29/1939,4.676
1939,3,30,3/30/1939,7.784
1939,3,31,3/31/1939,6.48
1939,4,1,4/1/1939,6.556
1939,4,2,4/2/1939,5.828
1939,4,3,4/3/1939,5.498
1939,4,4,4/4/1939,5.195
1939,4,5,4/5/1939,5.054
1939,4,6,4/6/1939,5.517
1939,4,7,4/7/1939,4.94
1939,4,8,4/8/1939,4.666
1939,4,9,4/9/1939,4.572
1939,4,10,4/10/1939,4.345
1939,4,11,4/11/1939,4.723
1939,4,12,4/12/1939,4.27
1939,4,13,4/13/1939,4.081
1939,4,14,4/14/1939,4.015
1939,4,15,4/15/1939,4.034
1939,4,16,4/16/1939,3.939
1939,4,17,4/17/1939,4.544
1939,4,18,4/18/1939,4.034
1939,4,19,4/19/1939,3.949
1939,4,20,4/20/1939,3.779
1939,4,21,4/21/1939,3.599
1939,4,22,4/22/1939,3.533
1939,4,23,4/23/1939,3.486
1939,4,24,4/24/1939,3.457
1939,4,25,4/25/1939,4.43
1939,4,26,4/26/1939,5.536
1939,4,27,4/27/1939,4.6
1939,4,28,4/28/1939,4.534
1939,4,29,4/29/1939,4.26
1939,4,30,4/30/1939,4.034
1939,5,1,5/1/1939,3.864
1939,5,2,5/2/1939,3.703
1939,5,3,5/3/1939,3.599
1939,5,4,5/4/1939,3.599
1939,5,5,5/5/1939,3.552
1939,5,6,5/6/1939,3.382
1939,5,7,5/7/1939,3.344
1939,5,8,5/8/1939,3.523
1939,5,9,5/9/1939,3.363
1939,5,10,5/10/1939,3.061
1939,5,11,5/11/1939,3.013
1939,5,12,5/12/1939,3.013
1939,5,13,5/13/1939,2.985
1939,5,14,5/14/1939,2.938
1939,5,15,5/15/1939,2.862
1939,5,16,5/16/1939,2.862
1939,5,17,5/17/1939,2.73
1939,5,18,5/18/1939,2.579
1939,5,19,5/19/1939,2.607
1939,5,20,5/20/1939,2.588
1939,5,21,5/21/1939,2.617
1939,5,22,5/22/1939,2.522
1939,5,23,5/23/1939,2.456
1939,5,24,5/24/1939,2.295
1939,5,25,5/25/1939,2.192
1939,5,26,5/26/1939,2.097
1939,5,27,5/27/1939,2.957
1939,5,28,5/28/1939,2.73
1939,5,29,5/29/1939,2.286
1939,5,30,5/30/1939,2.163
1939,5,31,5/31/1939,2.04
1939,6,1,6/1/1939,2.277
1939,6,2,6/2/1939,2.173
1939,6,3,6/3/1939,1.974
1939,6,4,6/4/1939,1.918
1939,6,5,6/5/1939,1.88
1939,6,6,6/6/1939,1.889
1939,6,7,6/7/1939,1.851
1939,6,8,6/8/1939,1.889
1939,6,9,6/9/1939,1.946
1939,6,10,6/10/1939,1.88
1939,6,11,6/11/1939,1.974
1939,6,12,6/12/1939,1.842
1939,6,13,6/13/1939,1.946
1939,6,14,6/14/1939,1.814
1939,6,15,6/15/1939,1.644
1939,6,16,6/16/1939,1.615
1939,6,17,6/17/1939,1.804
1939,6,18,6/18/1939,1.672
1939,6,19,6/19/1939,1.615
1939,6,20,6/20/1939,1.54
1939,6,21,6/21/1939,1.436
1939,6,22,6/22/1939,1.389
1939,6,23,6/23/1939,1.379
1939,6,24,6/24/1939,1.332
1939,6,25,6/25/1939,1.719
1939,6,26,6/26/1939,1.455
1939,6,27,6/27/1939,1.304
1939,6,28,6/28/1939,1.19
1939,6,29,6/29/1939,1.332
1939,6,30,6/30/1939,1.36
1939,7,1,7/1/1939,1.228
1939,7,2,7/2/1939,1.086
1939,7,3,7/3/1939,1.162
1939,7,4,7/4/1939,1.209
1939,7,5,7/5/1939,1.124
1939,7,6,7/6/1939,1.134
1939,7,7,7/7/1939,1.134
1939,7,8,7/8/1939,1.086
1939,7,9,7/9/1939,2.503
1939,7,10,7/10/1939,1.596
1939,7,11,7/11/1939,1.285
1939,7,12,7/12/1939,1.162
1939,7,13,7/13/1939,1.067
1939,7,14,7/14/1939,1.001
1939,7,15,7/15/1939,0.945
1939,7,16,7/16/1939,0.954
1939,7,17,7/17/1939,0.888
1939,7,18,7/18/1939,0.888
1939,7,19,7/19/1939,0.869
1939,7,20,7/20/1939,1.228
1939,7,21,7/21/1939,1.681
1939,7,22,7/22/1939,1.143
1939,7,23,7/23/1939,2.182
1939,7,24,7/24/1939,1.379
1939,7,25,7/25/1939,1.474
1939,7,26,7/26/1939,1.181
1939,7,27,7/27/1939,1.058
1939,7,28,7/28/1939,1.077
1939,7,29,7/29/1939,1.067
1939,7,30,7/30/1939,1.039
1939,7,31,7/31/1939,1.039
1939,8,1,8/1/1939,1.096
1939,8,2,8/2/1939,0.982
1939,8,3,8/3/1939,1.077
1939,8,4,8/4/1939,0.982
1939,8,5,8/5/1939,0.86
1939,8,6,8/6/1939,0.907
1939,8,7,8/7/1939,0.964
1939,8,8,8/8/1939,0.888
1939,8,9,8/9/1939,0.812
1939,8,10,8/10/1939,0.718
1939,8,11,8/11/1939,0.718
1939,8,12,8/12/1939,0.746
1939,8,13,8/13/1939,0.765
1939,8,14,8/14/1939,0.964
1939,8,15,8/15/1939,0.964
1939,8,16,8/16/1939,1.379
1939,8,17,8/17/1939,3.391
1939,8,18,8/18/1939,2.428
1939,8,19,8/19/1939,1.285
1939,8,20,8/20/1939,1.011
1939,8,21,8/21/1939,0.982
1939,8,22,8/22/1939,0.897
1939,8,23,8/23/1939,0.841
1939,8,24,8/24/1939,0.86
1939,8,25,8/25/1939,1.001
1939,8,26,8/26/1939,0.869
1939,8,27,8/27/1939,1.049
1939,8,28,8/28/1939,0.879
1939,8,29,8/29/1939,0.822
1939,8,30,8/30/1939,0.85
1939,8,31,8/31/1939,0.727
1939,9,1,9/1/1939,0.699
1939,9,2,9/2/1939,0.69
1939,9,3,9/3/1939,0.69
1939,9,4,9/4/1939,0.708
1939,9,5,9/5/1939,0.699
1939,9,6,9/6/1939,0.699
1939,9,7,9/7/1939,0.633
1939,9,8,9/8/1939,0.586
1939,9,9,9/9/1939,0.586
1939,9,10,9/10/1939,0.586
1939,9,11,9/11/1939,0.557
1939,9,12,9/12/1939,0.548
1939,9,13,9/13/1939,0.567
1939,9,14,9/14/1939,0.605
1939,9,15,9/15/1939,0.567
1939,9,16,9/16/1939,0.529
1939,9,17,9/17/1939,0.529
1939,9,18,9/18/1939,0.501
1939,9,19,9/19/1939,0.595
1939,9,20,9/20/1939,0.614
1939,9,21,9/21/1939,0.557
1939,9,22,9/22/1939,0.51
1939,9,23,9/23/1939,0.52
1939,9,24,9/24/1939,0.501
1939,9,25,9/25/1939,0.491
1939,9,26,9/26/1939,0.557
1939,9,27,9/27/1939,0.633
1939,9,28,9/28/1939,0.557
1939,9,29,9/29/1939,0.538
1939,9,30,9/30/1939,0.661
1939,10,1,10/1/1939,0.708
1939,10,2,10/2/1939,0.548
1939,10,3,10/3/1939,0.491
1939,10,4,10/4/1939,0.472
1939,10,5,10/5/1939,0.482
1939,10,6,10/6/1939,0.482
1939,10,7,10/7/1939,0.718
1939,10,8,10/8/1939,0.567
1939,10,9,10/9/1939,0.51
1939,10,10,10/10/1939,0.472
1939,10,11,10/11/1939,0.453
1939,10,12,10/12/1939,0.425
1939,10,13,10/13/1939,0.406
1939,10,14,10/14/1939,0.406
1939,10,15,10/15/1939,0.397
1939,10,16,10/16/1939,0.387
1939,10,17,10/17/1939,0.387
1939,10,18,10/18/1939,0.397
1939,10,19,10/19/1939,0.406
1939,10,20,10/20/1939,0.416
1939,10,21,10/21/1939,0.444
1939,10,22,10/22/1939,0.453
1939,10,23,10/23/1939,0.435
1939,10,24,10/24/1939,0.416
1939,10,25,10/25/1939,0.387
1939,10,26,10/26/1939,0.378
1939,10,27,10/27/1939,0.378
1939,10,28,10/28/1939,0.387
1939,10,29,10/29/1939,0.387
1939,10,30,10/30/1939,0.397
1939,10,31,10/31/1939,0.397
1939,11,1,11/1/1939,0.397
1939,11,2,11/2/1939,0.397
1939,11,3,11/3/1939,0.397
1939,11,4,11/4/1939,0.387
1939,11,5,11/5/1939,0.387
1939,11,6,11/6/1939,0.387
1939,11,7,11/7/1939,0.387
1939,11,8,11/8/1939,0.378
1939,11,9,11/9/1939,0.321
1939,11,10,11/10/1939,0.312
1939,11,11,11/11/1939,0.312
1939,11,12,11/12/1939,0.312
1939,11,13,11/13/1939,0.312
1939,11,14,11/14/1939,0.312
1939,11,15,11/15/1939,0.312
1939,11,16,11/16/1939,0.302
1939,11,17,11/17/1939,0.293
1939,11,18,11/18/1939,0.293
1939,11,19,11/19/1939,0.406
1939,11,20,11/20/1939,0.406
1939,11,21,11/21/1939,0.35
1939,11,22,11/22/1939,0.34
1939,11,23,11/23/1939,0.34
1939,11,24,11/24/1939,0.331
1939,11,25,11/25/1939,0.472
1939,11,26,11/26/1939,0.397
1939,11,27,11/27/1939,0.368
1939,11,28,11/28/1939,0.34
1939,11,29,11/29/1939,0.321
1939,11,30,11/30/1939,0.34
1939,12,1,12/1/1939,0.68
1939,12,2,12/2/1939,0.416
1939,12,3,12/3/1939,0.35
1939,12,4,12/4/1939,0.302
1939,12,5,12/5/1939,0.283
1939,12,6,12/6/1939,0.283
1939,12,7,12/7/1939,0.264
1939,12,8,12/8/1939,0.264
1939,12,9,12/9/1939,0.255
1939,12,10,12/10/1939,0.264
1939,12,11,12/11/1939,0.283
1939,12,12,12/12/1939,0.283
1939,12,13,12/13/1939,0.359
1939,12,14,12/14/1939,0.321
1939,12,15,12/15/1939,0.302
1939,12,16,12/16/1939,0.302
1939,12,17,12/17/1939,0.312
1939,12,18,12/18/1939,0.312
1939,12,19,12/19/1939,0.416
1939,12,20,12/20/1939,0.491
1939,12,21,12/21/1939,0.331
1939,12,22,12/22/1939,0.312
1939,12,23,12/23/1939,0.576
1939,12,24,12/24/1939,0.756
1939,12,25,12/25/1939,0.435
1939,12,26,12/26/1939,1.011
1939,12,27,12/27/1939,1.19
1939,12,28,12/28/1939,0.567
1939,12,29,12/29/1939,0.463
1939,12,30,12/30/1939,0.378
1939,12,31,12/31/1939,0.35
1940,1,1,1/1/1940,0.331
1940,1,2,1/2/1940,0.312
1940,1,3,1/3/1940,0.312
1940,1,4,1/4/1940,0.302
1940,1,5,1/5/1940,0.34
1940,1,6,1/6/1940,0.302
1940,1,7,1/7/1940,0.406
1940,1,8,1/8/1940,0.387
1940,1,9,1/9/1940,0.34
1940,1,10,1/10/1940,0.331
1940,1,11,1/11/1940,0.51
1940,1,12,1/12/1940,0.595
1940,1,13,1/13/1940,0.614
1940,1,14,1/14/1940,3.325
1940,1,15,1/15/1940,1.143
1940,1,16,1/16/1940,0.756
1940,1,17,1/17/1940,0.623
1940,1,18,1/18/1940,0.576
1940,1,19,1/19/1940,0.51
1940,1,20,1/20/1940,0.472
1940,1,21,1/21/1940,0.453
1940,1,22,1/22/1940,0.425
1940,1,23,1/23/1940,0.406
1940,1,24,1/24/1940,0.397
1940,1,25,1/25/1940,0.387
1940,1,26,1/26/1940,0.387
1940,1,27,1/27/1940,0.387
1940,1,28,1/28/1940,0.387
1940,1,29,1/29/1940,0.387
1940,1,30,1/30/1940,0.387
1940,1,31,1/31/1940,0.387
1940,2,1,2/1/1940,0.387
1940,2,2,2/2/1940,0.378
1940,2,3,2/3/1940,0.378
1940,2,4,2/4/1940,0.387
1940,2,5,2/5/1940,0.605
1940,2,6,2/6/1940,1.559
1940,2,7,2/7/1940,0.812
1940,2,8,2/8/1940,0.642
1940,2,9,2/9/1940,0.576
1940,2,10,2/10/1940,1.748
1940,2,11,2/11/1940,1.011
1940,2,12,2/12/1940,0.85
1940,2,13,2/13/1940,1.237
1940,2,14,2/14/1940,1.275
1940,2,15,2/15/1940,0.982
1940,2,16,2/16/1940,0.888
1940,2,17,2/17/1940,1.171
1940,2,18,2/18/1940,5.28
1940,2,19,2/19/1940,3.92
1940,2,20,2/20/1940,2.683
1940,2,21,2/21/1940,2.088
1940,2,22,2/22/1940,1.681
1940,2,23,2/23/1940,1.426
1940,2,24,2/24/1940,1.332
1940,2,25,2/25/1940,1.2
1940,2,26,2/26/1940,1.134
1940,2,27,2/27/1940,2.872
1940,2,28,2/28/1940,2.673
1940,2,29,2/29/1940,1.927
1940,3,1,3/1/1940,1.7
1940,3,2,3/2/1940,1.559
1940,3,3,3/3/1940,2.031
1940,3,4,3/4/1940,1.691
1940,3,5,3/5/1940,1.587
1940,3,6,3/6/1940,1.493
1940,3,7,3/7/1940,1.398
1940,3,8,3/8/1940,1.436
1940,3,9,3/9/1940,1.332
1940,3,10,3/10/1940,1.285
1940,3,11,3/11/1940,1.313
1940,3,12,3/12/1940,1.521
1940,3,13,3/13/1940,1.719
1940,3,14,3/14/1940,1.748
1940,3,15,3/15/1940,1.578
1940,3,16,3/16/1940,1.521
1940,3,17,3/17/1940,1.502
1940,3,18,3/18/1940,1.587
1940,3,19,3/19/1940,1.578
1940,3,20,3/20/1940,1.455
1940,3,21,3/21/1940,1.37
1940,3,22,3/22/1940,1.322
1940,3,23,3/23/1940,1.285
1940,3,24,3/24/1940,1.332
1940,3,25,3/25/1940,1.351
1940,3,26,3/26/1940,1.379
1940,3,27,3/27/1940,1.407
1940,3,28,3/28/1940,1.908
1940,3,29,3/29/1940,1.681
1940,3,30,3/30/1940,2.806
1940,3,31,3/31/1940,2.258
1940,4,1,4/1/1940,2.05
1940,4,2,4/2/1940,1.955
1940,4,3,4/3/1940,1.88
1940,4,4,4/4/1940,2.022
1940,4,5,4/5/1940,1.889
1940,4,6,4/6/1940,1.795
1940,4,7,4/7/1940,2.343
1940,4,8,4/8/1940,3.165
1940,4,9,4/9/1940,2.569
1940,4,10,4/10/1940,2.494
1940,4,11,4/11/1940,2.39
1940,4,12,4/12/1940,2.333
1940,4,13,4/13/1940,2.229
1940,4,14,4/14/1940,2.201
1940,4,15,4/15/1940,2.059
1940,4,16,4/16/1940,1.955
1940,4,17,4/17/1940,1.889
1940,4,18,4/18/1940,1.861
1940,4,19,4/19/1940,9.645
1940,4,20,4/20/1940,8.218
1940,4,21,4/21/1940,5.923
1940,4,22,4/22/1940,4.922
1940,4,23,4/23/1940,4.506
1940,4,24,4/24/1940,4.506
1940,4,25,4/25/1940,4.071
1940,4,26,4/26/1940,3.854
1940,4,27,4/27/1940,3.627
1940,4,28,4/28/1940,3.457
1940,4,29,4/29/1940,3.297
1940,4,30,4/30/1940,3.221
1940,5,1,5/1/1940,3.24
1940,5,2,5/2/1940,3.146
1940,5,3,5/3/1940,2.994
1940,5,4,5/4/1940,2.9
1940,5,5,5/5/1940,2.787
1940,5,6,5/6/1940,2.692
1940,5,7,5/7/1940,2.654
1940,5,8,5/8/1940,2.636
1940,5,9,5/9/1940,2.645
1940,5,10,5/10/1940,2.758
1940,5,11,5/11/1940,2.541
1940,5,12,5/12/1940,2.428
1940,5,13,5/13/1940,2.324
1940,5,14,5/14/1940,2.324
1940,5,15,5/15/1940,2.352
1940,5,16,5/16/1940,2.295
1940,5,17,5/17/1940,2.239
1940,5,18,5/18/1940,2.21
1940,5,19,5/19/1940,2.116
1940,5,20,5/20/1940,2.154
1940,5,21,5/21/1940,2.125
1940,5,22,5/22/1940,2.107
1940,5,23,5/23/1940,2.003
1940,5,24,5/24/1940,2.069
1940,5,25,5/25/1940,1.955
1940,5,26,5/26/1940,1.908
1940,5,27,5/27/1940,1.908
1940,5,28,5/28/1940,1.899
1940,5,29,5/29/1940,2.088
1940,5,30,5/30/1940,1.993
1940,5,31,5/31/1940,1.88
1940,6,1,6/1/1940,1.766
1940,6,2,6/2/1940,1.729
1940,6,3,6/3/1940,1.663
1940,6,4,6/4/1940,2.107
1940,6,5,6/5/1940,1.691
1940,6,6,6/6/1940,1.578
1940,6,7,6/7/1940,1.521
1940,6,8,6/8/1940,3.41
1940,6,9,6/9/1940,2.314
1940,6,10,6/10/1940,1.927
1940,6,11,6/11/1940,2.05
1940,6,12,6/12/1940,2.598
1940,6,13,6/13/1940,2.428
1940,6,14,6/14/1940,1.861
1940,6,15,6/15/1940,1.738
1940,6,16,6/16/1940,2.125
1940,6,17,6/17/1940,2.437
1940,6,18,6/18/1940,1.889
1940,6,19,6/19/1940,1.738
1940,6,20,6/20/1940,1.625
1940,6,21,6/21/1940,1.559
1940,6,22,6/22/1940,1.559
1940,6,23,6/23/1940,1.568
1940,6,24,6/24/1940,1.719
1940,6,25,6/25/1940,1.644
1940,6,26,6/26/1940,1.474
1940,6,27,6/27/1940,1.379
1940,6,28,6/28/1940,1.455
1940,6,29,6/29/1940,1.426
1940,6,30,6/30/1940,1.266
1940,7,1,7/1/1940,1.209
1940,7,2,7/2/1940,1.162
1940,7,3,7/3/1940,1.729
1940,7,4,7/4/1940,1.389
1940,7,5,7/5/1940,1.228
1940,7,6,7/6/1940,1.171
1940,7,7,7/7/1940,1.313
1940,7,8,7/8/1940,1.663
1940,7,9,7/9/1940,1.719
1940,7,10,7/10/1940,1.445
1940,7,11,7/11/1940,1.275
1940,7,12,7/12/1940,1.256
1940,7,13,7/13/1940,1.332
1940,7,14,7/14/1940,1.266
1940,7,15,7/15/1940,1.162
1940,7,16,7/16/1940,1.275
1940,7,17,7/17/1940,1.228
1940,7,18,7/18/1940,1.058
1940,7,19,7/19/1940,1.039
1940,7,20,7/20/1940,1.039
1940,7,21,7/21/1940,1.039
1940,7,22,7/22/1940,1.049
1940,7,23,7/23/1940,1.03
1940,7,24,7/24/1940,0.926
1940,7,25,7/25/1940,1.039
1940,7,26,7/26/1940,1.001
1940,7,27,7/27/1940,1.096
1940,7,28,7/28/1940,0.973
1940,7,29,7/29/1940,0.897
1940,7,30,7/30/1940,0.907
1940,7,31,7/31/1940,0.831
1940,8,1,8/1/1940,0.841
1940,8,2,8/2/1940,0.869
1940,8,3,8/3/1940,0.775
1940,8,4,8/4/1940,0.718
1940,8,5,8/5/1940,0.69
1940,8,6,8/6/1940,0.869
1940,8,7,8/7/1940,0.831
1940,8,8,8/8/1940,0.775
1940,8,9,8/9/1940,0.708
1940,8,10,8/10/1940,0.708
1940,8,11,8/11/1940,0.746
1940,8,12,8/12/1940,1.889
1940,8,13,8/13/1940,9.815
1940,8,14,8/14/1940,2.739
1940,8,15,8/15/1940,1.918
1940,8,16,8/16/1940,1.578
1940,8,17,8/17/1940,1.37
1940,8,18,8/18/1940,1.275
1940,8,19,8/19/1940,1.19
1940,8,20,8/20/1940,1.134
1940,8,21,8/21/1940,1.115
1940,8,22,8/22/1940,1.134
1940,8,23,8/23/1940,1.039
1940,8,24,8/24/1940,1.058
1940,8,25,8/25/1940,1.02
1940,8,26,8/26/1940,0.945
1940,8,27,8/27/1940,0.935
1940,8,28,8/28/1940,0.888
1940,8,29,8/29/1940,7.283
1940,8,30,8/30/1940,6.405
1940,8,31,8/31/1940,3.486
1940,9,1,9/1/1940,2.815
1940,9,2,9/2/1940,2.465
1940,9,3,9/3/1940,2.229
1940,9,4,9/4/1940,2.059
1940,9,5,9/5/1940,1.993
1940,9,6,9/6/1940,1.936
1940,9,7,9/7/1940,1.851
1940,9,8,9/8/1940,1.776
1940,9,9,9/9/1940,1.71
1940,9,10,9/10/1940,1.672
1940,9,11,9/11/1940,1.615
1940,9,12,9/12/1940,1.493
1940,9,13,9/13/1940,1.445
1940,9,14,9/14/1940,1.407
1940,9,15,9/15/1940,1.389
1940,9,16,9/16/1940,1.36
1940,9,17,9/17/1940,1.322
1940,9,18,9/18/1940,1.275
1940,9,19,9/19/1940,1.247
1940,9,20,9/20/1940,1.247
1940,9,21,9/21/1940,1.247
1940,9,22,9/22/1940,1.237
1940,9,23,9/23/1940,1.2
1940,9,24,9/24/1940,1.341
1940,9,25,9/25/1940,1.587
1940,9,26,9/26/1940,1.19
1940,9,27,9/27/1940,1.134
1940,9,28,9/28/1940,1.115
1940,9,29,9/29/1940,1.115
1940,9,30,9/30/1940,1.105
1940,10,1,10/1/1940,1.096
1940,10,2,10/2/1940,1.077
1940,10,3,10/3/1940,1.058
1940,10,4,10/4/1940,1.049
1940,10,5,10/5/1940,1.03
1940,10,6,10/6/1940,1.011
1940,10,7,10/7/1940,1.219
1940,10,8,10/8/1940,1.124
1940,10,9,10/9/1940,0.992
1940,10,10,10/10/1940,0.973
1940,10,11,10/11/1940,0.973
1940,10,12,10/12/1940,0.973
1940,10,13,10/13/1940,0.964
1940,10,14,10/14/1940,0.954
1940,10,15,10/15/1940,1.067
1940,10,16,10/16/1940,1.039
1940,10,17,10/17/1940,0.992
1940,10,18,10/18/1940,0.964
1940,10,19,10/19/1940,0.954
1940,10,20,10/20/1940,0.945
1940,10,21,10/21/1940,0.935
1940,10,22,10/22/1940,0.926
1940,10,23,10/23/1940,0.907
1940,10,24,10/24/1940,0.897
1940,10,25,10/25/1940,0.888
1940,10,26,10/26/1940,0.879
1940,10,27,10/27/1940,0.869
1940,10,28,10/28/1940,0.85
1940,10,29,10/29/1940,0.945
1940,10,30,10/30/1940,1.474
1940,10,31,10/31/1940,0.897
1940,11,1,11/1/1940,3.608
1940,11,2,11/2/1940,1.379
1940,11,3,11/3/1940,1.096
1940,11,4,11/4/1940,0.945
1940,11,5,11/5/1940,0.992
1940,11,6,11/6/1940,0.907
1940,11,7,11/7/1940,0.85
1940,11,8,11/8/1940,0.841
1940,11,9,11/9/1940,0.831
1940,11,10,11/10/1940,1.02
1940,11,11,11/11/1940,2.56
1940,11,12,11/12/1940,1.719
1940,11,13,11/13/1940,1.237
1940,11,14,11/14/1940,1.115
1940,11,15,11/15/1940,1.058
1940,11,16,11/16/1940,1.001
1940,11,17,11/17/1940,0.973
1940,11,18,11/18/1940,0.945
1940,11,19,11/19/1940,0.916
1940,11,20,11/20/1940,0.907
1940,11,21,11/21/1940,0.907
1940,11,22,11/22/1940,0.879
1940,11,23,11/23/1940,0.85
1940,11,24,11/24/1940,0.916
1940,11,25,11/25/1940,0.85
1940,11,26,11/26/1940,1.181
1940,11,27,11/27/1940,0.992
1940,11,28,11/28/1940,0.869
1940,11,29,11/29/1940,0.86
1940,11,30,11/30/1940,0.841
1940,12,1,12/1/1940,0.992
1940,12,2,12/2/1940,0.869
1940,12,3,12/3/1940,0.831
1940,12,4,12/4/1940,0.793
1940,12,5,12/5/1940,0.803
1940,12,6,12/6/1940,0.831
1940,12,7,12/7/1940,0.822
1940,12,8,12/8/1940,0.812
1940,12,9,12/9/1940,0.784
1940,12,10,12/10/1940,0.765
1940,12,11,12/11/1940,0.765
1940,12,12,12/12/1940,1.001
1940,12,13,12/13/1940,1.011
1940,12,14,12/14/1940,1.105
1940,12,15,12/15/1940,0.992
1940,12,16,12/16/1940,1.653
1940,12,17,12/17/1940,1.162
1940,12,18,12/18/1940,1.049
1940,12,19,12/19/1940,0.973
1940,12,20,12/20/1940,0.945
1940,12,21,12/21/1940,0.945
1940,12,22,12/22/1940,0.935
1940,12,23,12/23/1940,0.926
1940,12,24,12/24/1940,0.916
1940,12,25,12/25/1940,1.039
1940,12,26,12/26/1940,0.945
1940,12,27,12/27/1940,1.823
1940,12,28,12/28/1940,3.694
1940,12,29,12/29/1940,2.853
1940,12,30,12/30/1940,2.286
1940,12,31,12/31/1940,1.927
1941,1,1,1/1/1941,1.795
1941,1,2,1/2/1941,2.258
1941,1,3,1/3/1941,2.059
1941,1,4,1/4/1941,1.861
1941,1,5,1/5/1941,1.71
1941,1,6,1/6/1941,1.663
1941,1,7,1/7/1941,1.644
1941,1,8,1/8/1941,1.615
1941,1,9,1/9/1941,1.578
1941,1,10,1/10/1941,1.587
1941,1,11,1/11/1941,1.578
1941,1,12,1/12/1941,1.54
1941,1,13,1/13/1941,1.511
1941,1,14,1/14/1941,1.502
1941,1,15,1/15/1941,1.823
1941,1,16,1/16/1941,2.163
1941,1,17,1/17/1941,1.738
1941,1,18,1/18/1941,1.606
1941,1,19,1/19/1941,1.511
1941,1,20,1/20/1941,1.483
1941,1,21,1/21/1941,1.493
1941,1,22,1/22/1941,1.757
1941,1,23,1/23/1941,1.719
1941,1,24,1/24/1941,1.899
1941,1,25,1/25/1941,1.738
1941,1,26,1/26/1941,1.889
1941,1,27,1/27/1941,1.766
1941,1,28,1/28/1941,1.776
1941,1,29,1/29/1941,1.691
1941,1,30,1/30/1941,1.644
